,strain,pathway,genus,phylum,class,order,family,BUT,PRO
903,Prevotella corporis,,Prevotella,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,0,0
904,Prevotella dentalis,,Prevotella,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,0,0
905,Prevotella denticola,,Prevotella,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,0,0
906,Prevotella disiens,,Prevotella,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,0,0
907,Prevotella enoeca,,Prevotella,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,0,0
908,Prevotella intermedia,,Prevotella,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,0,0
909,Prevotella loescheii,,Prevotella,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,0,0
910,Prevotella melaninogenica,,Prevotella,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,0,0
911,Prevotella micans,,Prevotella,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,0,0
912,Prevotella multisaccharivorax,,Prevotella,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,0,0
913,Prevotella nanceiensis,,Prevotella,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,0,0
914,Prevotella nigrescens,,Prevotella,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,0,0
915,Prevotella oralis,,Prevotella,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,0,0
916,Prevotella oulora,,Prevotella,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,0,0
917,Prevotella pallens,,Prevotella,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,0,0
918,Prevotella ruminicola,SP,Prevotella,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,0,1
919,Prevotella shahii,,Prevotella,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,0,0
920,Prevotella stercorea,,Prevotella,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,0,0
921,Prevotella timonensis,,Prevotella,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,0,0
922,Prevotella veroralis,,Prevotella,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,0,0
923,Prevotella-buccalis-ATCC-35310-MAF-2,,Prevotella,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,0,0
924,Prevotella-copri-DSM-18205-MAF-2,,Prevotella,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,0,0
925,Prochlorococcus marinus,,Prochlorococcus,Cyanobacteriota,Cyanophyceae,Synechococcales,Prochlorococcaceae,0,0
926,Promicromonospora flava,,Promicromonospora,Actinomycetota,Actinomycetes,Micrococcales,Promicromonosporaceae,0,0
927,Propionibacterium acidipropionici,WWC,Propionibacterium,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,0,1
928,Propionibacterium acnes,WWC,Propionibacterium,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,0,1
929,Propionibacterium avidum,WWC,Propionibacterium,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,0,1
930,Propionibacterium freudenreichii,WWC,Propionibacterium,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,0,1
931,Propionibacterium jensenii,WWC,Propionibacterium,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,0,1
932,Propionimicrobium lymphophilum,WWC,Propionimicrobium,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,0,1
933,Proteus mirabilis,,Proteus,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,0,0
934,Proteus penneri,,Proteus,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,0,0
935,Proteus vulgaris,,Proteus,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,0,0
936,Providencia alcalifaciens,,Providencia,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,0,0
937,Providencia rettgeri,,Providencia,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,0,0
938,Providencia rustigianii,,Providencia,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,0,0
939,Providencia stuartii,,Providencia,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,0,0
940,Pseudarthrobacter polychromogenes,,Pseudarthrobacter,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,0,0
941,Pseudocitrobacter anthropi,,Pseudocitrobacter,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,0,0
942,Pseudoclavibacter helvolus,,Pseudoclavibacter,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,0,0
943,Pseudoflavonifractor capillosus,,Pseudoflavonifractor,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,0,0
944,Pseudomonas aeruginosa,,Pseudomonas,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,0,0
945,Pseudomonas alcaliphila,,Pseudomonas,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,0,0
946,Pseudomonas fluorescens,,Pseudomonas,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,0,0
947,Pseudomonas fragi,,Pseudomonas,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,0,0
948,Pseudomonas gessardii,,Pseudomonas,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,0,0
949,Pseudomonas monteilii,,Pseudomonas,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,0,0
950,Pseudomonas nitroreducens,,Pseudomonas,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,0,0
951,Pseudomonas oleovorans,,Pseudomonas,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,0,0
952,Pseudomonas parafulva,,Pseudomonas,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,0,0
953,Pseudomonas putida,,Pseudomonas,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,0,0
954,Pseudomonas stutzeri,,Pseudomonas,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,0,0
955,Pseudomonas tolaasii,,Pseudomonas,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,0,0
956,Pseudomonas yamanorum,,Pseudomonas,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,0,0
957,Pseudomonas zhaodongensis,,Pseudomonas,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,0,0
958,Pseudoramibacter alactolyticus,Ace,Pseudoramibacter,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,1,0
959,Pseudoxanthomonas broegbernensis,,Pseudoxanthomonas,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,0,0
960,Pseudoxanthomonas japonensis,,Pseudoxanthomonas,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,0,0
961,Pseudoxanthomonas mexicana,,Pseudoxanthomonas,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,0,0
962,Psychrobacter alimentarius,,Psychrobacter,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,0,0
963,Psychrobacter arenosus,,Psychrobacter,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,0,0
964,Psychrobacter cibarius,,Psychrobacter,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,0,0
965,Psychrobacter maritimus,,Psychrobacter,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,0,0
966,Psychrobacter namhaensis,,Psychrobacter,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,0,0
967,Pyramidobacter  piscolens,SP,Pyramidobacter,Synergistota,Synergistia,Synergistales,Dethiosulfovibrionaceae,0,1
968,Pyramidobacter piscolens,SP,Pyramidobacter,Synergistota,Synergistia,Synergistales,Dethiosulfovibrionaceae,0,1
969,Rahnella aquatilis,,Rahnella,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,0,0
970,Ralstonia mannitolilytica,,Ralstonia,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,0,0
971,Ralstonia pickettii,,Ralstonia,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,0,0
972,Raoultella ornithinolytica,,Raoultella,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,0,0
973,Raoultella planticola,,Raoultella,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,0,0
974,Raoultella terrigena,,Raoultella,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,0,0
975,Rheinheimera perlucida,Ace,Rheinheimera,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,1,0
976,Rheinheimera texasensis,Ace,Rheinheimera,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,1,0
977,Rhizobium metallidurans,,Rhizobium,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,0,0
978,Rhizobium radiobacter,,Rhizobium,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,0,0
979,Rhodococcus degradans,,Rhodococcus,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,0,0
980,Rhodococcus equi,,Rhodococcus,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,0,0
981,Rhodococcus erythropolis,,Rhodococcus,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,0,0
982,Rhodococcus rhodochrous,,Rhodococcus,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,0,0
983,Riemerella columbina,Ace,Riemerella,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,1,0
984,Robinsoniella peoriensis,Pro,Robinsoniella,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,0,1
985,Romboutsia ilealis,,Romboutsia,Bacillota,Clostridia,Eubacteriales,Peptostreptococcaceae,0,0
986,Romboutsia lituseburensis,SP,Romboutsia,Bacillota,Clostridia,Eubacteriales,Peptostreptococcaceae,0,1
987,Romboutsia lituseburensis,Lys,Romboutsia,Bacillota,Clostridia,Eubacteriales,Peptostreptococcaceae,1,0
988,Romboutsia lituseburensis,Ace,Romboutsia,Bacillota,Clostridia,Eubacteriales,Peptostreptococcaceae,1,0
989,Roseburia faecis,Ace,Roseburia,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,1,0
990,Roseburia hominis,Ace,Roseburia,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,1,0
991,Roseburia intestinalis L1 82 MAF 2,Ace,Roseburia,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,1,0
992,Roseburia inulinivorans,Pro,Roseburia,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,0,1
993,Roseburia inulinivorans,Ace,Roseburia,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,1,0
994,Roseburia inulinivorans strain AF28 15,Pro,Roseburia,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,0,1
995,Roseburia-intestinalis-L1-82-MAF-2,,Roseburia,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,0,0
996,Roseomonas mucosa,,Roseomonas,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,0,0
997,Rothia aeria,,Rothia,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,0,0
998,Rothia dentocariosa,,Rothia,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,0,0
999,Rothia mucilaginosa,,Rothia,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,0,0
1000,Rudanella lutea,Ace,Rudanella,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,1,0
1001,Ruminococcus albus,,Ruminococcus,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,0,0
1002,Ruminococcus bicirculans,,Ruminococcus,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,0,0
1003,Ruminococcus bromii,,Ruminococcus,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,0,0
1004,Ruminococcus callidus,,Ruminococcus,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,0,0
1005,Ruminococcus champanellensis,,Ruminococcus,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,0,0
1006,Ruminococcus faecis,Pro,Ruminococcus,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,0,1
1007,Ruminococcus flavefaciens,,Ruminococcus,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,0,0
1008,Ruminococcus gauvreauii DSM 19829 MAF 2,Ace,Ruminococcus,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,1,0
1009,Ruminococcus gnavus,Pro,Ruminococcus,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,0,1
1010,Ruminococcus torques,,Ruminococcus,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,0,0
1011,Ruminococcus-gauvreauii-DSM-19829-MAF-2,,Ruminococcus,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,0,0
1012,Ruminococcus-lactaris-ATCC-29176-MAF-2,,Ruminococcus,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,0,0
1013,Ruminococcus-torques-ATCC-27756-MAF-2,,Ruminococcus,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,0,0
1014,Salmonella enterica,Pro,Salmonella,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,0,1
1015,Salmonella typhimurium,Pro,Salmonella,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,0,1
1016,Sarcina ventriculi,Ace,Sarcina,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,1,0
1017,Scardovia inopinata,,Scardovia,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,0,0
1018,Schlesneria paludicola,,Schlesneria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,0,0
1019,Selenomonas noxia,SP,Selenomonas,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,0,1
1020,Selenomonas ruminantium,SP,Selenomonas,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,0,1
1021,Selenomonas sputigena,SP,Selenomonas,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,0,1
1022,Sellimonas intestinalis,,Sellimonas,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,0,0
1023,Senegalemassilia anaerobia,,Senegalemassilia,,,,,0,0
1024,Serratia ficaria,,Serratia,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,0,0
1025,Serratia fonticola,,Serratia,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,0,0
1026,Serratia liquefaciens,,Serratia,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,0,0
1027,Serratia marcescens,,Serratia,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,0,0
1028,Serratia quinivorans,,Serratia,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,0,0
1029,Shigella dysenteriae,,Shigella,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,0,0
1030,Shigella flexneri,,Shigella,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,0,0
1031,Shigella sonnei,,Shigella,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,0,0
1032,Silanimonas lenta,,Silanimonas,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,0,0
1033,Skermanella aerolata,,Skermanella,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,0,0
1034,Slackia equolifaciens,,Slackia,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,0,0
1035,Slackia exigua,,Slackia,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,0,0
1036,Slackia isoflavoniconvertens,,Slackia,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,0,0
1037,Slackia piriformis,,Slackia,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,0,0
1038,Sneathia sanguinegens,,Sneathia,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,0,0
1039,Soleaferrea massiliensis,,Soleaferrea,Bacillota,Clostridia,Eubacteriales,,0,0
1040,Solobacterium moorei,,Solobacterium,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,0,0
1041,Sphingobacterium alimentarium,,Sphingobacterium,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,0,0
1042,Sphingobacterium multivorum,,Sphingobacterium,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,0,0
1043,Sphingobacterium nematocida,,Sphingobacterium,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,0,0
1044,Sphingomonas adhaesiva,,Sphingomonas,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,0,0
1045,Sphingomonas echinoides,,Sphingomonas,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,0,0
1046,Sphingomonas glacialis,,Sphingomonas,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,0,0
1047,Sphingomonas hankookensis,,Sphingomonas,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,0,0
1048,Sphingomonas koreensis,,Sphingomonas,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,0,0
1049,Sphingomonas melonis,,Sphingomonas,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,0,0
1050,Sphingomonas panni,,Sphingomonas,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,0,0
1051,Sphingomonas paucimobilis,,Sphingomonas,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,0,0
1052,Sphingomonas pseudosanguinis,,Sphingomonas,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,0,0
1053,Sphingopyxis bauzanensis,,Sphingopyxis,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,0,0
1054,Sporosarcina koreensis,Ace,Sporosarcina,Bacillota,Bacilli,Bacillales,Planococcaceae,1,0
1055,Staphylococcus arlettae,,Staphylococcus,Bacillota,Bacilli,Bacillales,Staphylococcaceae,0,0
1056,Staphylococcus aureus,,Staphylococcus,Bacillota,Bacilli,Bacillales,Staphylococcaceae,0,0
1057,Staphylococcus auricularis,,Staphylococcus,Bacillota,Bacilli,Bacillales,Staphylococcaceae,0,0
1058,Staphylococcus capitis,,Staphylococcus,Bacillota,Bacilli,Bacillales,Staphylococcaceae,0,0
1059,Staphylococcus caprae,,Staphylococcus,Bacillota,Bacilli,Bacillales,Staphylococcaceae,0,0
1060,Staphylococcus cohnii,,Staphylococcus,Bacillota,Bacilli,Bacillales,Staphylococcaceae,0,0
1061,Staphylococcus condimenti,,Staphylococcus,Bacillota,Bacilli,Bacillales,Staphylococcaceae,0,0
1062,Staphylococcus epidermidis,,Staphylococcus,Bacillota,Bacilli,Bacillales,Staphylococcaceae,0,0
1063,Staphylococcus equorum,,Staphylococcus,Bacillota,Bacilli,Bacillales,Staphylococcaceae,0,0
1064,Staphylococcus gallinarum,,Staphylococcus,Bacillota,Bacilli,Bacillales,Staphylococcaceae,0,0
1065,Staphylococcus haemolyticus,,Staphylococcus,Bacillota,Bacilli,Bacillales,Staphylococcaceae,0,0
1066,Staphylococcus hominis,,Staphylococcus,Bacillota,Bacilli,Bacillales,Staphylococcaceae,0,0
1067,Staphylococcus intermedius,,Staphylococcus,Bacillota,Bacilli,Bacillales,Staphylococcaceae,0,0
1068,Staphylococcus kloosii,,Staphylococcus,Bacillota,Bacilli,Bacillales,Staphylococcaceae,0,0
1069,Staphylococcus lentus,,Staphylococcus,Bacillota,Bacilli,Bacillales,Staphylococcaceae,0,0
1070,Staphylococcus lugdunensis,,Staphylococcus,Bacillota,Bacilli,Bacillales,Staphylococcaceae,0,0
1071,Staphylococcus nepalensis,,Staphylococcus,Bacillota,Bacilli,Bacillales,Staphylococcaceae,0,0
1072,Staphylococcus pasteuri,,Staphylococcus,Bacillota,Bacilli,Bacillales,Staphylococcaceae,0,0
1073,Staphylococcus pettenkoferi,,Staphylococcus,Bacillota,Bacilli,Bacillales,Staphylococcaceae,0,0
1074,Staphylococcus saccharolyticus,,Staphylococcus,Bacillota,Bacilli,Bacillales,Staphylococcaceae,0,0
1075,Staphylococcus saprophyticus,,Staphylococcus,Bacillota,Bacilli,Bacillales,Staphylococcaceae,0,0
1076,Staphylococcus schleiferi,,Staphylococcus,Bacillota,Bacilli,Bacillales,Staphylococcaceae,0,0
1077,Staphylococcus sciuri,,Staphylococcus,Bacillota,Bacilli,Bacillales,Staphylococcaceae,0,0
1078,Staphylococcus simulans,,Staphylococcus,Bacillota,Bacilli,Bacillales,Staphylococcaceae,0,0
1079,Staphylococcus succinus,,Staphylococcus,Bacillota,Bacilli,Bacillales,Staphylococcaceae,0,0
1080,Staphylococcus warneri,,Staphylococcus,Bacillota,Bacilli,Bacillales,Staphylococcaceae,0,0
1081,Staphylococcus xylosus,,Staphylococcus,Bacillota,Bacilli,Bacillales,Staphylococcaceae,0,0
1082,Stenotrophomonas maltophilia,,Stenotrophomonas,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,0,0
1083,Stenotrophomonas rhizophila,,Stenotrophomonas,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,0,0
1084,Stoquefichus massiliensis,,Stoquefichus,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,0,0
1085,Streptococcus agalactiae,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1086,Streptococcus alactolyticus,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1087,Streptococcus anginosus,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1088,Streptococcus australis,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1089,Streptococcus bovis,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1090,Streptococcus caballi,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1091,Streptococcus castoreus,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1092,Streptococcus constellatus,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1093,Streptococcus cristatus,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1094,Streptococcus didelphis,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1095,Streptococcus downei,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1096,Streptococcus dysgalactiae,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1097,Streptococcus equi,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1098,Streptococcus equinus,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1099,Streptococcus gallolyticus,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1100,Streptococcus gordonii,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1101,Streptococcus henryi,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1102,Streptococcus hyovaginalis,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1103,Streptococcus infantarius,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1104,Streptococcus infantis,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1105,Streptococcus intermedius,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1106,Streptococcus lutetiensis,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1107,Streptococcus merionis,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1108,Streptococcus mitis,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1109,Streptococcus mutans,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1110,Streptococcus oligofermentans,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1111,Streptococcus oralis,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1112,Streptococcus ovis,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1113,Streptococcus parasanguinis,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1114,Streptococcus parauberis,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1115,Streptococcus peroris,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1116,Streptococcus pleomorphus,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1117,Streptococcus plurextorum,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1118,Streptococcus pneumoniae,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1119,Streptococcus porci,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1120,Streptococcus pseudopneumoniae,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1121,Streptococcus pyogenes,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1122,Streptococcus salivarius,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1123,Streptococcus sanguinis,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1124,Streptococcus sobrinus,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1125,Streptococcus suis,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1126,Streptococcus thoraltensis,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1127,Streptococcus uberis,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1128,Streptococcus vestibularis,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1129,Streptococcus-thermophilus-LMD-9-MAF-2,,Streptococcus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,0,0
1130,Streptomyces misionensis,,Streptomyces,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,0,0
1131,Streptomyces thermoviolaceus,,Streptomyces,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,0,0
1132,Streptomyces thermovulgaris,,Streptomyces,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,0,0
